AudienceID,LotameID,y,Name,Type,fullVisitorId,browser,operatingSystem,operatingSystemVersion,isMobile,mobileDeviceBranding,mobileDeviceModel,mobileInputSelector,mobileDeviceInfo,mobileDeviceMarketingName,screenResolution,language,continent,subContinent,country,region,city,sec,sub_sec,pageTitle,url,onPageTime,nextTime,user_active_days,total_visit_counts,total_unique_session,total_time_spent,time_spent_per_session,timeOnPage,GAClientId,cookie_id
818744,cbb561a1af5a40eb684d55a8c0b2047a,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,10531342589549778032,Chrome,Android,8.1.0,True,Xiaomi,Redmi 6A,touchscreen,Xiaomi Redmi 6A,(not set),360x720,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/video-nak-marah-tapi-kena-sabar-anak-diam-rupanya-masuk-sangkar-kucing,,"[VIDEO] Nak Marah Tapi Kena Sabar, Anak Diam Rupanya Masuk Sangkar Kucing",https://ohbulan.com/video-nak-marah-tapi-kena-sabar-anak-diam-rupanya-masuk-sangkar-kucing,0,91472,5,43,5,735.0,154.0,91472,amp-35vZcqfyySaxus6_748cgw,IhHSD5tP1NnqeA1g
818744,cbb561a1af5a40eb684d55a8c0b2047a,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,10531342589549778032,Chrome,Android,8.1.0,True,Xiaomi,Redmi 6A,touchscreen,Xiaomi Redmi 6A,(not set),360x720,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/suami-jual-isteri-peroleh-hampir-rm3k-sebulan-saya-sakit-hati-tengok-dia-lakukan-hubungan-intim-tapi,,"Suami Jual Isteri, Peroleh Hampir RM3k Sebulan – 'Saya Sakit Hati Tengok Dia Lakukan Hubungan Intim Tapi..'",https://ohbulan.com/suami-jual-isteri-peroleh-hampir-rm3k-sebulan-saya-sakit-hati-tengok-dia-lakukan-hubungan-intim-tapi,91472,103015,5,43,5,735.0,154.0,11543,amp-35vZcqfyySaxus6_748cgw,IhHSD5tP1NnqeA1g
818744,cbb561a1af5a40eb684d55a8c0b2047a,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,10531342589549778032,Chrome,Android,8.1.0,True,Xiaomi,Redmi 6A,touchscreen,Xiaomi Redmi 6A,(not set),360x720,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/suami-jual-isteri-peroleh-hampir-rm3k-sebulan-saya-sakit-hati-tengok-dia-lakukan-hubungan-intim-tapi,,"Suami Jual Isteri, Peroleh Hampir RM3k Sebulan – 'Saya Sakit Hati Tengok Dia Lakukan Hubungan Intim Tapi..'",https://ohbulan.com/suami-jual-isteri-peroleh-hampir-rm3k-sebulan-saya-sakit-hati-tengok-dia-lakukan-hubungan-intim-tapi,103015,143773,5,43,5,735.0,154.0,40758,amp-35vZcqfyySaxus6_748cgw,IhHSD5tP1NnqeA1g
809023,e74bb87a1abb30abf105f2900a65e842,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1158781765718776901,Chrome,Windows,7,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Selangor,Batu Caves,/rakyat-malaysia-maut-dibunuh-di-australia-didakwa-jadi-penjaga-1000-pokok-ganja-bagi-kumpulan-jenayah,,"Rakyat Malaysia Maut 'Dibunuh' Di Australia, Didakwa Jadi Penjaga 1,000 Pokok Ganja Bagi Kumpulan Jenayah",https://ohbulan.com/rakyat-malaysia-maut-dibunuh-di-australia-didakwa-jadi-penjaga-1000-pokok-ganja-bagi-kumpulan-jenayah,0,126729,5,237,8,1385.0,217.0,126729,269799904.1574837317,7Zr54t-YOVCMSUWw
809023,e74bb87a1abb30abf105f2900a65e842,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1158781765718776901,Chrome,Windows,7,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Selangor,Batu Caves,/datuk-74-tahun-maut-selepas-tunai-hajat-di-rumah-pelacuran-polis-jumpa-ubat-kuat,,"Datuk 74 Tahun Maut Selepas Tunai 'Hajat' Di Rumah Pelacuran, Polis Jumpa Ubat Kuat",https://ohbulan.com/datuk-74-tahun-maut-selepas-tunai-hajat-di-rumah-pelacuran-polis-jumpa-ubat-kuat,126729,207157,5,237,8,1385.0,217.0,80428,269799904.1574837317,7Zr54t-YOVCMSUWw
809023,e74bb87a1abb30abf105f2900a65e842,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1158781765718776901,Chrome,Windows,7,False,,,,(not set),,1600x900,en-us,Asia,Southeast Asia,Malaysia,Selangor,Batu Caves,/berlaku-pendarahan-tisu-koyak-keputusan-bedah-siasat-kali-kedua-sahkan-luka-paha-kanan-tangmo-terjadi-sebelum-kematian,,"Berlaku Pendarahan & Tisu Koyak, Keputusan Awal Bedah Siasat Kedua Sahkan Luka Paha Kanan Tangmo Terjadi Sebelum Kematian",https://ohbulan.com/berlaku-pendarahan-tisu-koyak-keputusan-bedah-siasat-kali-kedua-sahkan-luka-paha-kanan-tangmo-terjadi-sebelum-kematian,44441,142871,5,237,8,1385.0,203.0,98430,269799904.1574837317,7Zr54t-YOVCMSUWw
818744,78667affe553713e0aed6c72e0eadc9f,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,1316008586946977000,Chrome,Android,9,True,Samsung,SM-J730G,touchscreen,Samsung SM-J730G Galaxy J7 (2017),Galaxy J7 (2017),412x732,en-gb,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/nation/,Rising costs push up buffet prices,https://www.nst.com.my/news/nation/2022/04/787223/rising-costs-push-buffet-prices,3368,169647,7,413,8,1970.0,170.0,166279,306407126.1515625704,gya7xSV0gWTO5EBb
818744,78667affe553713e0aed6c72e0eadc9f,0,"RMG - 1PD - Declared - HHI - <RM1,500	",HHI,1316008586946977000,Chrome,Android,9,True,Samsung,SM-J730G,touchscreen,Samsung SM-J730G Galaxy J7 (2017),Galaxy J7 (2017),412x732,en-gb,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/nation/,Speculations over Tengku Zafrul's 'resignation' answered,https://www.nst.com.my/news/nation/2022/03/782746/speculations-over-tengku-zafruls-resignation-answered,4053,671784,7,413,8,1970.0,672.0,667731,306407126.1515625704,gya7xSV0gWTO5EBb
809024,debc5687c4f166fba9ae0f460f4484a,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,1345556031535805740,Chrome,Android,9,True,Asus,X00TD,touchscreen,Asus X00TD Zenfone Max Pro (M1) ZB601KL,Zenfone Max Pro (M1) ZB601KL,360x720,en-gb,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/video-bekas-juara-hero-remaja-teruskan-karier-demi-impian-ibu-tercinta,,[VIDEO] Bekas Juara Hero Remaja Teruskan Karier Demi Impian Ibu Tercinta,https://ohbulan.com/video-bekas-juara-hero-remaja-teruskan-karier-demi-impian-ibu-tercinta,0,29241,10,1123,12,1768.0,34.0,29241,amp-jVimM0G9J9SlML2eQ53vcC_UUDM3RO4vtxYz2L7jrewuTtmZh1DNqghBK6aA4rav,vznB7rLMv2lasMz5
809024,debc5687c4f166fba9ae0f460f4484a,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,1345556031535805740,Chrome,Android,9,True,Asus,X00TD,touchscreen,Asus X00TD Zenfone Max Pro (M1) ZB601KL,Zenfone Max Pro (M1) ZB601KL,360x720,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Ampang Jaya,/video-aedy-ashraf-buat-kejutan-lamar-amelia-henderson-depan-peminat-2-tahun-saya-tunggu-awak,,"[VIDEO] Aedy Ashraf Buat Kejutan, Lamar Amelia Henderson Depan Peminat – '2 Tahun Saya Tunggu Awak'",https://ohbulan.com/video-aedy-ashraf-buat-kejutan-lamar-amelia-henderson-depan-peminat-2-tahun-saya-tunggu-awak,0,74156,10,1123,12,1768.0,131.0,74156,amp-jVimM0G9J9SlML2eQ53vcC_UUDM3RO4vtxYz2L7jrewuTtmZh1DNqghBK6aA4rav,vznB7rLMv2lasMz5
809024,debc5687c4f166fba9ae0f460f4484a,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,1345556031535805740,Chrome,Android,9,True,Asus,X00TD,touchscreen,Asus X00TD Zenfone Max Pro (M1) ZB601KL,Zenfone Max Pro (M1) ZB601KL,360x720,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Ampang Jaya,/wanita-dirogol-6-lelaki-di-hadapan-suami-2-orang-anak-ketika-dalam-perjalanan-pulang-dari-kebun,,Wanita Dirogol 6 Lelaki Di Hadapan Suami & 2 Orang Anak Ketika Dalam Perjalanan Pulang Dari Kebun,https://ohbulan.com/wanita-dirogol-6-lelaki-di-hadapan-suami-2-orang-anak-ketika-dalam-perjalanan-pulang-dari-kebun,74156,81894,10,1123,12,1768.0,131.0,7738,amp-jVimM0G9J9SlML2eQ53vcC_UUDM3RO4vtxYz2L7jrewuTtmZh1DNqghBK6aA4rav,vznB7rLMv2lasMz5
809024,debc5687c4f166fba9ae0f460f4484a,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,1345556031535805740,Chrome,Android,9,True,Asus,X00TD,touchscreen,Asus X00TD Zenfone Max Pro (M1) ZB601KL,Zenfone Max Pro (M1) ZB601KL,360x720,en-gb,Asia,Southeast Asia,Malaysia,Selangor,Ampang Jaya,/wanita-dirogol-6-lelaki-di-hadapan-suami-2-orang-anak-ketika-dalam-perjalanan-pulang-dari-kebun,,Wanita Dirogol 6 Lelaki Di Hadapan Suami & 2 Orang Anak Ketika Dalam Perjalanan Pulang Dari Kebun,https://ohbulan.com/wanita-dirogol-6-lelaki-di-hadapan-suami-2-orang-anak-ketika-dalam-perjalanan-pulang-dari-kebun,81894,125971,10,1123,12,1768.0,131.0,44077,amp-jVimM0G9J9SlML2eQ53vcC_UUDM3RO4vtxYz2L7jrewuTtmZh1DNqghBK6aA4rav,vznB7rLMv2lasMz5
809024,debc5687c4f166fba9ae0f460f4484a,10000,RMG - 1PD - Declared - HHI - RM5k - 10k+	,HHI,1345556031535805740,Chrome,Android,9,True,Asus,X00TD,touchscreen,Asus X00TD Zenfone Max Pro (M1) ZB601KL,Zenfone Max Pro (M1) ZB601KL,360x720,en-us,Asia,Southeast Asia,Malaysia,Selangor,Ampang Jaya,/,,OHBULAN! - Laman Socialtainment No 1 Malaysia,https://ohbulan.com/,0,343030,10,1123,12,1768.0,373.0,343030,amp-jVimM0G9J9SlML2eQ53vcC_UUDM3RO4vtxYz2L7jrewuTtmZh1DNqghBK6aA4rav,vznB7rLMv2lasMz5
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/my/,/news/,"[VIDEO] SG Rolls Royce Driver Holds Up Traffic Because Of BMW's ""Selfish"" Parking",https://says.com/my/news/sg-rolls-royce-holds-up-traffic-angry-at-bmw-for-selfish-parking,0,364717,2,30,2,730.0,365.0,364717,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/,,New Straits Times,https://www.nst.com.my/,81,132531,7,634,7,101631.0,632.0,132450,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/sports/,/badminton/,Zii Jia loses his All England crown,https://www.nst.com.my/sports/badminton/2022/03/781466/zii-jia-loses-his-all-england-crown,132531,244793,7,634,7,101631.0,632.0,112262,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/world,,New Straits Times,https://www.nst.com.my/world,244793,320518,7,634,7,101631.0,632.0,75725,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/world/,/region/,Rescued Thai woman claims her organs were almost harvested,https://www.nst.com.my/world/region/2022/03/779005/rescued-thai-woman-claims-her-organs-were-almost-harvested,320518,552388,7,634,7,101631.0,632.0,231870,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/lifestyle,,Life & Times | New Straits Times,https://www.nst.com.my/lifestyle,552388,553020,7,634,7,101631.0,632.0,632,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/lifestyle,,Life & Times | New Straits Times,https://www.nst.com.my/lifestyle,553020,575808,7,634,7,101631.0,632.0,22788,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/,,New Straits Times,https://www.nst.com.my/,351,152685,7,634,7,101631.0,1031.0,152334,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/news/,/crime-courts/,Fight over drugs sees brother stab twin,https://www.nst.com.my/news/crime-courts/2022/03/779323/fight-over-drugs-sees-brother-stab-twin,152685,259845,7,634,7,101631.0,1031.0,107160,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/news/,/nation/,MMA: Conduct Covid-19 self-test only when needed,https://www.nst.com.my/news/nation/2022/03/779331/mma-conduct-covid-19-self-test-only-when-needed,259845,380605,7,634,7,101631.0,1031.0,120760,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/news/,/nation/,Unvaccinated elderly at highest risk of dying from Covid-19,https://www.nst.com.my/news/nation/2022/03/779077/unvaccinated-elderly-highest-risk-dying-covid-19,380605,507746,7,634,7,101631.0,1031.0,127141,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/news/,/nation/,Alarming rise in kidney problems in Malaysia,https://www.nst.com.my/news/nation/2022/03/779327/alarming-rise-kidney-problems-malaysia,507746,686228,7,634,7,101631.0,1031.0,178482,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/world,,New Straits Times,https://www.nst.com.my/world,686228,706451,7,634,7,101631.0,1031.0,20223,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/world/,/region/,Two worshippers hurt after gunmen barge into mosque,https://www.nst.com.my/world/region/2022/03/779277/two-worshippers-hurt-after-gunmen-barge-mosque,706451,831911,7,634,7,101631.0,1031.0,125460,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/lifestyle,,Life & Times | New Straits Times,https://www.nst.com.my/lifestyle,831911,832201,7,634,7,101631.0,1031.0,290,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/lifestyle,,Life & Times | New Straits Times,https://www.nst.com.my/lifestyle,832201,853700,7,634,7,101631.0,1031.0,21499,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/news,,New Straits Times,https://www.nst.com.my/news,853700,877493,7,634,7,101631.0,1031.0,23793,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/news/,/crime-courts/,"Armed robber nabbed, remanded for a week",https://www.nst.com.my/news/crime-courts/2022/03/779310/armed-robber-nabbed-remanded-week,877493,961782,7,634,7,101631.0,1031.0,84289,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Petaling Jaya,/world,,New Straits Times,https://www.nst.com.my/world,961782,974909,7,634,7,101631.0,1031.0,13127,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/news,,New Straits Times,https://www.nst.com.my/news,76,124224,7,634,7,101631.0,1090.0,124148,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/news/,/nation/,A delightful evening of Malaysian chocolates,https://www.nst.com.my/news/nation/2022/04/785922/delightful-evening-malaysian-chocolates,124224,489929,7,634,7,101631.0,1090.0,365705,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/lifestyle,,Life & Times | New Straits Times,https://www.nst.com.my/lifestyle,489929,490222,7,634,7,101631.0,1090.0,293,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/lifestyle,,Life & Times | New Straits Times,https://www.nst.com.my/lifestyle,490222,528434,7,634,7,101631.0,1090.0,38212,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/lifestyle/,/heal/,Best foods to break fast with,https://www.nst.com.my/lifestyle/heal/2022/04/786048/best-foods-break-fast,528434,768377,7,634,7,101631.0,1090.0,239943,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/world,,New Straits Times,https://www.nst.com.my/world,768377,851856,7,634,7,101631.0,1090.0,83479,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/world/,/region/,No pre-dawn meals on Jakarta road during Ramadan,https://www.nst.com.my/world/region/2022/04/785064/no-pre-dawn-meals-jakarta-road-during-ramadan,851856,952213,7,634,7,101631.0,1090.0,100357,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/sports/,/others/,Ex-national swimmer recounts horrors of abuse during camp,https://www.nst.com.my/sports/others/2022/03/781306/ex-national-swimmer-recounts-horrors-abuse-during-camp,952213,1075408,7,634,7,101631.0,1090.0,123195,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Selangor,Shah Alam,/world,,New Straits Times,https://www.nst.com.my/world,1075408,1090144,7,634,7,101631.0,1090.0,14736,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news,,New Straits Times,https://www.nst.com.my/news,660,133281,7,634,7,101631.0,822.0,132621,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/nation/,"Lack of care for students' mental wellbeing, says PAGE on SPM fiasco",https://www.nst.com.my/news/nation/2022/04/787292/lack-care-students-mental-wellbeing-says-page-spm-fiasco,133281,229627,7,634,7,101631.0,822.0,96346,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/world/,/region/,Girlfriend convinces boyfriend to murder her mother 'for obstructing their love',https://www.nst.com.my/world/region/2022/04/787242/girlfriend-convinces-boyfriend-murder-her-mother-obstructing-their-love,229627,295158,7,634,7,101631.0,822.0,65531,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/nation/,Police officer dies after NKVE crash,https://www.nst.com.my/news/nation/2022/04/787288/police-officer-dies-after-nkve-crash,295158,360764,7,634,7,101631.0,822.0,65606,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/nation/,Parents advised not to take unvaccinated children to Ramadan bazaars,https://www.nst.com.my/news/nation/2022/04/787270/parents-advised-not-take-unvaccinated-children-ramadan-bazaars,360764,418302,7,634,7,101631.0,822.0,57538,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/news/,/nation/,Rising costs push up buffet prices,https://www.nst.com.my/news/nation/2022/04/787223/rising-costs-push-buffet-prices,418302,664556,7,634,7,101631.0,822.0,246254,345467720.1512180611,5LgVxDgzLA5I6DDi
809023,81f5fed7165c2ab7995465dbf6d5ee61,5000,RMG - 1PD - Declared - HHI - RM1.5K - RM5K	,HHI,1483772560735865731,Chrome,Windows,10,False,,,,(not set),,1366x768,en-us,Asia,Southeast Asia,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,/world,,New Straits Times,https://www.nst.com.my/world,664556,682737,7,634,7,101631.0,822.0,18181,345467720.1512180611,5LgVxDgzLA5I6DDi
